Wavelength nm.;s1.2;s2.2;s3.2;s4.2;s5.2;s6.2;s7.2
273,6;0,0711;0,0333;0,0239;0,0225;0,0191;0,0185;0,0129
273,8;0,071;0,0332;0,0245;0,0216;0,0188;0,0175;0,012
274;0,0709;0,0334;0,0248;0,0221;0,0193;0,0177;0,0126
274,2;0,071;0,0337;0,0246;0,0218;0,0195;0,0174;0,0128
274,4;0,0704;0,0331;0,0234;0,0206;0,0185;0,0165;0,0122
274,6;0,0699;0,033;0,0232;0,0203;0,0182;0,0167;0,0123
274,8;0,0687;0,0334;0,0232;0,0208;0,0179;0,0175;0,012
275;0,0681;0,0339;0,0227;0,0214;0,0175;0,0183;0,0111
275,2;0,0678;0,0336;0,0226;0,0217;0,0174;0,0184;0,0108
275,4;0,0684;0,033;0,0236;0,0218;0,0186;0,0178;0,012
275,6;0,0696;0,0339;0,0237;0,0223;0,0197;0,0176;0,0129
275,8;0,0694;0,0337;0,0231;0,0218;0,0196;0,0174;0,0124
276;0,0685;0,0336;0,0232;0,0209;0,0193;0,0168;0,0119
276,2;0,0677;0,0333;0,0224;0,0216;0,0185;0,0169;0,012
276,4;0,0672;0,0333;0,022;0,0218;0,0184;0,0174;0,0113
276,6;0,0667;0,0324;0,0223;0,0204;0,0183;0,0166;0,0106
276,8;0,0655;0,0318;0,0224;0,0204;0,0176;0,0162;0,0107
277;0,066;0,0324;0,0229;0,0206;0,0178;0,0171;0,0117
277,2;0,0659;0,033;0,0221;0,0205;0,0175;0,0173;0,0116
277,4;0,0653;0,0336;0,0217;0,0216;0,0174;0,0183;0,0114
277,6;0,0655;0,0323;0,0224;0,0206;0,0187;0,0173;0,0122
277,8;0,065;0,0315;0,0219;0,0199;0,0184;0,0158;0,0111
278;0,0651;0,0318;0,0222;0,0202;0,0177;0,0166;0,0113
278,2;0,0649;0,0315;0,0223;0,0196;0,0179;0,0165;0,0118
278,4;0,065;0,031;0,0224;0,0195;0,018;0,0164;0,0116
278,6;0,0656;0,0314;0,0231;0,0197;0,0179;0,0164;0,0114
278,8;0,0651;0,0315;0,0228;0,0207;0,0183;0,0162;0,0109
279;0,0638;0,0308;0,0222;0,0203;0,0184;0,0161;0,0114
279,2;0,063;0,0304;0,0218;0,0198;0,0177;0,0159;0,0116
279,4;0,0628;0,0307;0,0213;0,0208;0,0171;0,0157;0,0112
279,6;0,062;0,0312;0,0205;0,0207;0,016;0,0162;0,0109
279,8;0,0619;0,0308;0,0205;0,0199;0,016;0,0163;0,011
280;0,0629;0,0308;0,0214;0,0193;0,0176;0,0161;0,0122
280,2;0,0631;0,0305;0,0213;0,0191;0,0179;0,0161;0,0116
280,4;0,0627;0,0308;0,0213;0,0189;0,0169;0,0162;0,0107
280,6;0,0625;0,0311;0,0213;0,019;0,0166;0,0163;0,011
280,8;0,0624;0,0308;0,0209;0,019;0,0168;0,0161;0,0107
281;0,0622;0,0309;0,0207;0,0188;0,017;0,0161;0,0107
281,2;0,0621;0,0301;0,0212;0,0192;0,0172;0,0155;0,0109
281,4;0,062;0,0298;0,0219;0,0194;0,0179;0,0156;0,0111
281,6;0,0617;0,03;0,021;0,0192;0,0174;0,0162;0,0108
281,8;0,061;0,0303;0,0211;0,0196;0,0174;0,0163;0,0103
282;0,0601;0,0303;0,0214;0,0198;0,0174;0,016;0,0105
282,2;0,0597;0,0295;0,0208;0,019;0,0166;0,0155;0,0107
282,4;0,0601;0,0299;0,0207;0,0183;0,0167;0,0158;0,0112
282,6;0,0604;0,0301;0,0204;0,0181;0,0168;0,0153;0,0112
282,8;0,0601;0,0291;0,0203;0,018;0,0167;0,0138;0,0107
283;0,0604;0,0291;0,0203;0,0184;0,0168;0,015;0,0106
283,2;0,0596;0,0301;0,0202;0,0186;0,0169;0,0151;0,0107
283,4;0,0588;0,0303;0,0207;0,0181;0,0165;0,0144;0,0109
283,6;0,0593;0,0297;0,0213;0,018;0,0161;0,0149;0,0104
283,8;0,0588;0,0291;0,0201;0,0185;0,0157;0,015;0,0104
284;0,0578;0,0287;0,0185;0,018;0,0157;0,015;0,0105
284,2;0,0577;0,0289;0,0191;0,0178;0,0164;0,0147;0,0112
284,4;0,0578;0,0288;0,0199;0,0185;0,0166;0,0147;0,0111
284,6;0,0573;0,0282;0,0193;0,0178;0,0159;0,0142;0,0098
284,8;0,0578;0,027;0,0191;0,0164;0,0156;0,0136;0,01
285;0,0578;0,0271;0,0199;0,0163;0,0157;0,0136;0,0102
285,2;0,0571;0,0278;0,0197;0,0166;0,0159;0,0133;0,01
285,4;0,0574;0,0277;0,0188;0,0171;0,0159;0,0144;0,0107
285,6;0,0565;0,0281;0,0187;0,018;0,015;0,015;0,0104
285,8;0,0566;0,0279;0,0199;0,0179;0,015;0,0145;0,0099
286;0,0571;0,0276;0,0204;0,0178;0,0157;0,0144;0,0099
286,2;0,0572;0,0267;0,02;0,0176;0,0158;0,0142;0,0105
286,4;0,0568;0,0265;0,0201;0,017;0,0158;0,0139;0,0111
286,6;0,0562;0,0274;0,0203;0,0168;0,0165;0,0139;0,0107
286,8;0,0555;0,0278;0,0195;0,0176;0,0162;0,014;0,0099
287;0,0552;0,0279;0,019;0,0178;0,015;0,0137;0,0094
287,2;0,0556;0,0272;0,0199;0,0173;0,0152;0,0137;0,0098
287,4;0,0555;0,0262;0,0196;0,0162;0,0161;0,0137;0,01
287,6;0,0556;0,0258;0,0195;0,016;0,0158;0,014;0,0098
287,8;0,0552;0,0266;0,0202;0,0167;0,0157;0,014;0,0096
288;0,0544;0,0272;0,02;0,016;0,0155;0,0133;0,0093
288,2;0,0546;0,0275;0,0195;0,0168;0,0151;0,0139;0,0098
288,4;0,0556;0,0276;0,0194;0,0177;0,0158;0,0141;0,01
288,6;0,0552;0,0275;0,0193;0,0175;0,0159;0,0142;0,0093
288,8;0,0547;0,0269;0,0186;0,0164;0,0148;0,0136;0,0086
289;0,0551;0,0263;0,0182;0,0156;0,0147;0,0128;0,0093
289,2;0,0545;0,0263;0,018;0,0158;0,0148;0,0134;0,0094
289,4;0,0536;0,0268;0,0177;0,0162;0,0143;0,0138;0,0087
289,6;0,0537;0,0269;0,0182;0,0172;0,0142;0,0143;0,0089
289,8;0,0535;0,0269;0,0186;0,0176;0,0137;0,0137;0,0095
290;0,0538;0,0275;0,0187;0,0173;0,0141;0,0136;0,0101
290,2;0,054;0,027;0,0184;0,0163;0,0141;0,0138;0,0097
290,4;0,0536;0,0254;0,0184;0,0155;0,0138;0,0117;0,0097
290,6;0,0536;0,0255;0,0187;0,0159;0,0144;0,0121;0,0098
290,8;0,0535;0,0265;0,0188;0,0167;0,0146;0,0134;0,0097
291;0,0531;0,0262;0,0183;0,0166;0,0146;0,0126;0,0094
291,2;0,0527;0,0264;0,0181;0,0163;0,0149;0,0127;0,0095
291,4;0,0526;0,0273;0,0187;0,0167;0,0148;0,0129;0,0097
291,6;0,0531;0,0274;0,0187;0,0162;0,0148;0,013;0,0098
291,8;0,0535;0,0268;0,0188;0,016;0,0149;0,013;0,0106
292;0,0529;0,0259;0,018;0,0164;0,0145;0,0122;0,01
292,2;0,0526;0,025;0,0173;0,016;0,015;0,0115;0,0092
292,4;0,0528;0,0253;0,0184;0,0156;0,0147;0,0123;0,0093
292,6;0,0528;0,0261;0,0186;0,0157;0,0141;0,0131;0,0093
292,8;0,0526;0,0267;0,0185;0,0156;0,0149;0,0124;0,0092
293;0,0526;0,0271;0,0189;0,0161;0,015;0,0126;0,0097
293,2;0,0533;0,0269;0,0192;0,0168;0,0149;0,0135;0,0098
293,4;0,0531;0,0266;0,0191;0,0165;0,0151;0,0125;0,0098
293,6;0,053;0,0253;0,0192;0,0156;0,0148;0,0107;0,0097
293,8;0,0528;0,0254;0,0187;0,016;0,0145;0,0116;0,009
294;0,0523;0,0269;0,0182;0,0161;0,014;0,0129;0,0089
294,2;0,0531;0,0268;0,0192;0,0158;0,0143;0,0123;0,0091
294,4;0,053;0,027;0,0198;0,0162;0,0148;0,0123;0,0092
294,6;0,0524;0,0264;0,019;0,0156;0,0139;0,0125;0,0086
294,8;0,0529;0,0256;0,0186;0,0147;0,0137;0,0123;0,0087
295;0,0528;0,0263;0,0179;0,0154;0,0137;0,0127;0,0081
295,2;0,0533;0,0269;0,0187;0,0163;0,0136;0,0129;0,0085
295,4;0,0529;0,0269;0,0187;0,016;0,0139;0,0128;0,009
295,6;0,0521;0,0262;0,0183;0,0155;0,0141;0,0121;0,0091
295,8;0,0527;0,0265;0,0185;0,0159;0,0136;0,0116;0,0093
296;0,053;0,0273;0,0182;0,0163;0,0136;0,0116;0,0088
296,2;0,0538;0,0267;0,0194;0,0157;0,0137;0,0114;0,0093
296,4;0,0544;0,0265;0,0199;0,0161;0,0142;0,0116;0,0098
296,6;0,054;0,0263;0,0185;0,0157;0,014;0,0111;0,009
296,8;0,0544;0,0265;0,0186;0,015;0,0144;0,011;0,0094
297;0,0544;0,0267;0,0192;0,0147;0,0148;0,0111;0,0094
297,2;0,0538;0,0265;0,019;0,0147;0,014;0,0108;0,0085
297,4;0,0533;0,0276;0,0185;0,016;0,0138;0,0113;0,0083
297,6;0,0541;0,028;0,0186;0,0155;0,014;0,0117;0,0082
297,8;0,0553;0,0283;0,02;0,0159;0,015;0,0117;0,0091
298;0,0549;0,0281;0,0197;0,0156;0,015;0,0119;0,0091
298,2;0,0537;0,0274;0,0182;0,0153;0,0136;0,0115;0,008
298,4;0,0544;0,0279;0,0185;0,0167;0,0139;0,011;0,0079
298,6;0,0563;0,029;0,0198;0,0164;0,0145;0,0117;0,0091
298,8;0,0564;0,0288;0,0201;0,0156;0,0144;0,0117;0,0098
299;0,0558;0,0281;0,0192;0,016;0,0139;0,012;0,0096
299,2;0,0559;0,0285;0,0189;0,0161;0,0137;0,0119;0,0086
299,4;0,0568;0,0296;0,0195;0,0162;0,0146;0,012;0,0086
299,6;0,0577;0,0292;0,0198;0,0164;0,0151;0,0126;0,0096
299,8;0,0586;0,0289;0,021;0,017;0,0154;0,0123;0,0099
300;0,0588;0,0306;0,0207;0,0176;0,015;0,0118;0,009
300,2;0,0586;0,0306;0,0191;0,0162;0,0144;0,0112;0,0082
300,4;0,0586;0,0304;0,0192;0,0154;0,0139;0,0111;0,0087
300,6;0,0592;0,0308;0,0201;0,0158;0,0136;0,0113;0,0093
300,8;0,0601;0,0309;0,0209;0,0161;0,014;0,0121;0,0092
301;0,0607;0,0313;0,0207;0,0166;0,014;0,012;0,0083
301,2;0,0612;0,031;0,0206;0,0165;0,0144;0,0113;0,0086
301,4;0,0618;0,0313;0,0211;0,0164;0,0153;0,0112;0,0093
301,6;0,0617;0,032;0,0202;0,0168;0,0142;0,0115;0,0081
301,8;0,062;0,0324;0,02;0,0167;0,0137;0,0117;0,0077
302;0,0631;0,0324;0,021;0,0171;0,0139;0,0112;0,0075
302,2;0,0635;0,0318;0,0209;0,0165;0,0143;0,0111;0,0077
302,4;0,0642;0,0314;0,0216;0,0158;0,0152;0,0115;0,0082
302,6;0,0652;0,0317;0,0218;0,0164;0,0151;0,0113;0,0087
302,8;0,0655;0,033;0,0214;0,0171;0,0148;0,0112;0,0087
303;0,0664;0,0339;0,0215;0,017;0,0149;0,011;0,0086
303,2;0,0673;0,0337;0,0209;0,0173;0,0146;0,0114;0,0087
303,4;0,068;0,0335;0,0207;0,0171;0,0143;0,0118;0,0086
303,6;0,0684;0,034;0,0207;0,0171;0,0142;0,0115;0,0087
303,8;0,0682;0,0339;0,0206;0,0177;0,0141;0,0118;0,0077
304;0,0685;0,0343;0,021;0,0181;0,014;0,0123;0,0073
304,2;0,069;0,0349;0,021;0,0177;0,0141;0,0121;0,008
304,4;0,0698;0,0347;0,0216;0,017;0,014;0,0117;0,0089
304,6;0,072;0,0345;0,0221;0,0172;0,0145;0,0122;0,0096
304,8;0,0734;0,0346;0,0218;0,0176;0,0149;0,0115;0,0101
305;0,0738;0,0347;0,0217;0,0173;0,0149;0,0104;0,0097
305,2;0,0739;0,0348;0,0212;0,0167;0,0145;0,0108;0,0088
305,4;0,0748;0,0321;0,0202;0,0161;0,0136;0,0117;0,0082
305,6;0,0752;0,0325;0,02;0,0155;0,0136;0,0108;0,0084
305,8;0,0742;0,0367;0,0208;0,0168;0,0134;0,0113;0,0084
306;0,0752;0,0368;0,0207;0,0181;0,0138;0,0123;0,0083
306,2;0,0756;0,0366;0,0204;0,0179;0,0145;0,0113;0,0084
306,4;0,0758;0,0369;0,0219;0,0176;0,0139;0,0111;0,0078
306,6;0,0769;0,0365;0,0225;0,0174;0,0136;0,0116;0,0079
306,8;0,0789;0,0368;0,0227;0,0178;0,0144;0,0117;0,0086
307;0,0796;0,0366;0,0225;0,0174;0,0158;0,0105;0,009
307,2;0,0788;0,0354;0,0217;0,0167;0,0158;0,0092;0,0091
307,4;0,0785;0,0362;0,0217;0,0166;0,0138;0,0102;0,0093
307,6;0,0794;0,0372;0,022;0,0172;0,0129;0,0105;0,0086
307,8;0,0797;0,0368;0,0214;0,0174;0,0129;0,0102;0,008
308;0,0796;0,0358;0,0219;0,0172;0,014;0,0103;0,0084
308,2;0,0801;0,0363;0,0223;0,0175;0,0144;0,0108;0,0075
308,4;0,0809;0,0378;0,0221;0,0179;0,0134;0,0114;0,0072
308,6;0,0819;0,0384;0,0223;0,0182;0,0142;0,0106;0,0086
308,8;0,0826;0,0385;0,0223;0,0172;0,0147;0,0104;0,0093
309;0,0834;0,0382;0,0223;0,0173;0,0146;0,0111;0,0089
309,2;0,0838;0,0374;0,0226;0,0169;0,0145;0,0113;0,0091
309,4;0,0828;0,0377;0,0219;0,0161;0,0143;0,0113;0,0084
309,6;0,083;0,038;0,022;0,0167;0,0146;0,011;0,0084
309,8;0,0836;0,0385;0,022;0,0174;0,014;0,0113;0,0088
310;0,0844;0,0379;0,0216;0,0178;0,0144;0,0112;0,0087
310,2;0,085;0,0376;0,022;0,0175;0,0153;0,0107;0,0089
310,4;0,0848;0,0375;0,023;0,0171;0,0156;0,0105;0,0094
310,6;0,086;0,0372;0,0234;0,0167;0,0153;0,0114;0,0104
310,8;0,0861;0,0381;0,0223;0,0165;0,0143;0,011;0,0092
311;0,0852;0,0387;0,0216;0,0171;0,0135;0,0107;0,0075
311,2;0,0848;0,039;0,0216;0,0182;0,0136;0,0119;0,0075
311,4;0,0846;0,0383;0,0217;0,0177;0,0139;0,0111;0,0077
311,6;0,0848;0,0375;0,0216;0,0169;0,013;0,0099;0,0074
311,8;0,0853;0,0387;0,0215;0,018;0,0135;0,0111;0,0076
312;0,0853;0,0382;0,0218;0,0177;0,0136;0,0111;0,008
312,2;0,0849;0,0376;0,0219;0,0171;0,0132;0,0108;0,0083
312,4;0,085;0,0378;0,0215;0,0175;0,014;0,011;0,008
312,6;0,0862;0,0369;0,0215;0,0173;0,0135;0,0105;0,0079
312,8;0,0869;0,0371;0,0214;0,0172;0,0129;0,0106;0,0077
313;0,0868;0,0383;0,0209;0,0179;0,0128;0,0107;0,0073
313,2;0,0865;0,0392;0,0209;0,0179;0,0134;0,0104;0,0073
313,4;0,0855;0,0382;0,0221;0,0181;0,0139;0,0106;0,0087
313,6;0,0864;0,0368;0,0223;0,0176;0,0135;0,0102;0,0089
313,8;0,0882;0,0368;0,022;0,017;0,014;0,0101;0,0089
314;0,0881;0,0375;0,0227;0,0177;0,0148;0,0107;0,0094
314,2;0,0868;0,0375;0,022;0,0174;0,0144;0,011;0,0086
314,4;0,0863;0,0374;0,0214;0,0173;0,0137;0,011;0,0079
314,6;0,0863;0,0359;0,0216;0,0168;0,0142;0,01;0,0084
314,8;0,0855;0,0355;0,0219;0,0162;0,0138;0,0097;0,0085
315;0,0859;0,0367;0,0229;0,0163;0,0139;0,0101;0,0083
315,2;0,0866;0,0364;0,0223;0,0167;0,0143;0,0107;0,0089
315,4;0,0857;0,0355;0,0217;0,0171;0,0144;0,0104;0,0089
315,6;0,0855;0,0359;0,0215;0,0171;0,014;0,0102;0,0089
315,8;0,0856;0,0361;0,0213;0,0165;0,0137;0,0093;0,0085
316;0,085;0,0356;0,0214;0,0164;0,0141;0,0083;0,0084
316,2;0,0841;0,0353;0,0212;0,0168;0,0132;0,0098;0,0086
316,4;0,084;0,0352;0,0209;0,0173;0,013;0,0112;0,0084
316,6;0,0833;0,0346;0,0202;0,017;0,0134;0,011;0,0085
316,8;0,0826;0,0327;0,0207;0,0157;0,0137;0,0097;0,0089
317;0,083;0,033;0,0211;0,0156;0,0145;0,0093;0,0086
317,2;0,0822;0,0348;0,0206;0,0162;0,014;0,0095;0,0079
317,4;0,0821;0,0342;0,0205;0,016;0,0132;0,0095;0,0083
317,6;0,0807;0,0342;0,0199;0,0166;0,0127;0,0097;0,0084
317,8;0,0792;0,0342;0,0198;0,017;0,0123;0,0099;0,0081
318;0,0787;0,0333;0,0199;0,0162;0,0127;0,0099;0,0078
318,2;0,078;0,033;0,0194;0,0155;0,0128;0,0096;0,0075
318,4;0,0788;0,0322;0,0195;0,0156;0,0134;0,009;0,0083
318,6;0,0788;0,0316;0,0196;0,0164;0,0135;0,0092;0,009
318,8;0,078;0,0314;0,0201;0,0161;0,013;0,0097;0,0088
319;0,0781;0,0312;0,0203;0,0167;0,0141;0,0101;0,009
319,2;0,0773;0,0312;0,0201;0,0167;0,0147;0,0109;0,0088
319,4;0,0754;0,0314;0,02;0,0155;0,0131;0,0107;0,0082
319,6;0,0749;0,0319;0,0192;0,0158;0,012;0,0102;0,0081
319,8;0,0744;0,0316;0,0195;0,0163;0,0126;0,009;0,0074
320;0,0739;0,0307;0,02;0,0167;0,0131;0,0089;0,0073
320,2;0,0734;0,0301;0,0197;0,016;0,013;0,0092;0,0078
320,4;0,0723;0,0299;0,0193;0,0155;0,013;0,0096;0,008
320,6;0,0718;0,0301;0,0194;0,0162;0,0129;0,0103;0,0076
320,8;0,0712;0,0295;0,0183;0,0154;0,012;0,0096;0,0074
321;0,0707;0,0286;0,018;0,0143;0,0121;0,0082;0,0076
321,2;0,0687;0,0287;0,0179;0,0149;0,0118;0,0079;0,0069
321,4;0,0677;0,0285;0,0173;0,0158;0,0121;0,0078;0,0067
321,6;0,0687;0,0282;0,0179;0,016;0,0136;0,0082;0,0071
321,8;0,0689;0,0286;0,0186;0,0157;0,0129;0,0094;0,0075
322;0,0674;0,0279;0,0182;0,0157;0,0121;0,0091;0,0071
322,2;0,0661;0,0281;0,0179;0,0162;0,0122;0,0087;0,0073
322,4;0,066;0,0279;0,0182;0,0161;0,0125;0,0094;0,0084
322,6;0,0648;0,0267;0,0176;0,0149;0,0124;0,0098;0,0085
322,8;0,0636;0,0261;0,0179;0,0145;0,0126;0,0096;0,0085
323;0,064;0,0258;0,0184;0,0148;0,0128;0,0093;0,0085
323,2;0,0632;0,0267;0,0176;0,015;0,0127;0,0091;0,0084
323,4;0,0619;0,0267;0,0175;0,0144;0,0129;0,0098;0,0075
323,6;0,0623;0,0264;0,0172;0,0145;0,0126;0,0099;0,0069
323,8;0,0618;0,0268;0,0162;0,0147;0,0123;0,0092;0,0062
324;0,0605;0,0275;0,0164;0,0151;0,0124;0,0093;0,0066
324,2;0,0599;0,027;0,0167;0,0157;0,0118;0,0091;0,0075
324,4;0,0591;0,0261;0,0168;0,016;0,0111;0,0091;0,0071
324,6;0,0578;0,0256;0,0169;0,0162;0,0104;0,0096;0,0069
324,8;0,0575;0,0259;0,0181;0,0168;0,0117;0,0103;0,0073
325;0,0578;0,0262;0,019;0,0166;0,0137;0,0096;0,0073
325,2;0,0579;0,0256;0,018;0,0155;0,0133;0,0091;0,007
325,4;0,0573;0,0249;0,0173;0,0153;0,0123;0,0086;0,0069
325,6;0,0566;0,0252;0,0167;0,0155;0,0116;0,0081;0,0065
325,8;0,0567;0,0258;0,0166;0,016;0,0125;0,0085;0,0083
326;0,0562;0,0248;0,0164;0,0152;0,0118;0,0092;0,0087
326,2;0,0555;0,0235;0,0165;0,0147;0,0113;0,008;0,0078
326,4;0,0547;0,0236;0,0166;0,0147;0,0119;0,0076;0,0073
326,6;0,054;0,0239;0,0168;0,0152;0,0122;0,0082;0,0071
326,8;0,0537;0,0236;0,0167;0,0154;0,0124;0,008;0,0074
327;0,0546;0,0249;0,0168;0,0162;0,0124;0,0092;0,0075
327,2;0,0549;0,0247;0,0169;0,0169;0,0129;0,0098;0,0075
327,4;0,0531;0,0237;0,0166;0,0157;0,0124;0,0088;0,0069
327,6;0,0524;0,024;0,0179;0,0159;0,0136;0,0084;0,0078
327,8;0,0538;0,0239;0,0188;0,0161;0,0148;0,0085;0,0093
328;0,053;0,0239;0,0172;0,016;0,0126;0,0088;0,0082
328,2;0,0505;0,0246;0,0155;0,0167;0,0109;0,0087;0,007
328,4;0,0504;0,0252;0,0154;0,0158;0,0118;0,0082;0,0069
328,6;0,0504;0,025;0,016;0,0149;0,0122;0,0092;0,0061
328,8;0,0509;0,0247;0,0163;0,0147;0,0113;0,0092;0,006
329;0,0515;0,0246;0,0167;0,0141;0,0107;0,0085;0,007
329,2;0,0509;0,0241;0,0166;0,0138;0,0109;0,0087;0,0074
329,4;0,051;0,0244;0,0162;0,0147;0,0117;0,0091;0,007
329,6;0,052;0,0252;0,017;0,0167;0,0125;0,0096;0,0075
329,8;0,0526;0,0249;0,018;0,0164;0,0136;0,0084;0,0082
330;0,0516;0,0254;0,0179;0,0161;0,0128;0,0086;0,008
330,2;0,0514;0,0262;0,0182;0,0159;0,0117;0,0086;0,007
330,4;0,052;0,0262;0,0177;0,0152;0,0113;0,0082;0,0068
330,6;0,0526;0,0262;0,0175;0,015;0,0109;0,0096;0,0075
330,8;0,0536;0,0269;0,0188;0,0151;0,0123;0,0089;0,0078
331;0,0538;0,0285;0,0192;0,0165;0,0131;0,009;0,0077
331,2;0,0538;0,0282;0,0182;0,0171;0,0127;0,01;0,0071
331,4;0,0544;0,0275;0,0185;0,0164;0,0131;0,0098;0,0066
331,6;0,0554;0,0282;0,0196;0,0162;0,0128;0,0093;0,0074
331,8;0,0558;0,0282;0,0196;0,016;0,012;0,0086;0,0082
332;0,0554;0,0288;0,0186;0,0155;0,0126;0,0086;0,0074
332,2;0,0563;0,0303;0,0189;0,0168;0,0133;0,0092;0,0071
332,4;0,058;0,031;0,0201;0,018;0,0135;0,0096;0,0075
332,6;0,0601;0,0311;0,0205;0,0175;0,0135;0,0091;0,008
332,8;0,0609;0,0317;0,0208;0,0174;0,0128;0,0093;0,0074
333;0,061;0,0332;0,0218;0,0182;0,0129;0,0111;0,0074
333,2;0,0622;0,0331;0,0214;0,0179;0,0134;0,0105;0,0084
333,4;0,0627;0,0329;0,0202;0,0174;0,0125;0,0096;0,0078
333,6;0,0632;0,035;0,0208;0,018;0,0123;0,0105;0,0068
333,8;0,0651;0,0359;0,0216;0,0185;0,0135;0,0106;0,0072
334;0,0668;0,0363;0,0228;0,0188;0,0137;0,0098;0,0087
334,2;0,0678;0,0378;0,0247;0,0191;0,0139;0,0101;0,0092
334,4;0,0706;0,0393;0,0259;0,02;0,0147;0,0106;0,0092
334,6;0,0726;0,0405;0,025;0,0203;0,0148;0,0106;0,008
334,8;0,0734;0,041;0,0248;0,0205;0,0146;0,0106;0,0073
335;0,0753;0,0417;0,0251;0,0212;0,0143;0,0099;0,0074
335,2;0,0763;0,0415;0,025;0,0197;0,0151;0,0091;0,0069
335,4;0,0778;0,0413;0,0257;0,0189;0,0154;0,0095;0,0083
335,6;0,08;0,0429;0,026;0,0202;0,0145;0,0099;0,0088
335,8;0,0822;0,0444;0,0274;0,0211;0,015;0,0104;0,0086
336;0,0843;0,0445;0,0272;0,0206;0,0158;0,0107;0,0092
336,2;0,0851;0,044;0,0257;0,02;0,0161;0,0098;0,0088
336,4;0,085;0,0445;0,0255;0,0202;0,0156;0,0094;0,007
336,6;0,086;0,0448;0,0263;0,0197;0,0147;0,0091;0,0073
336,8;0,0876;0,0444;0,0255;0,0202;0,014;0,0101;0,0076
337;0,0885;0,0443;0,0243;0,0201;0,0136;0,0103;0,0065
337,2;0,0902;0,0442;0,0253;0,0193;0,0135;0,0093;0,0065
337,4;0,0918;0,0452;0,0256;0,0196;0,0134;0,0102;0,007
337,6;0,0936;0,045;0,0258;0,0194;0,0138;0,0101;0,008
337,8;0,0947;0,0441;0,0256;0,0176;0,0138;0,0085;0,0082
338;0,0961;0,0439;0,0254;0,0175;0,0132;0,0086;0,008
338,2;0,0985;0,0444;0,0255;0,0196;0,0131;0,0096;0,0087
338,4;0,0989;0,0448;0,0251;0,0201;0,0133;0,0099;0,0078
338,6;0,0996;0,0446;0,0242;0,0199;0,0134;0,01;0,0069
338,8;0,1004;0,0438;0,0228;0,0185;0,0131;0,0088;0,0069
339;0,1011;0,043;0,0223;0,0164;0,0129;0,0074;0,0077
339,2;0,1026;0,0421;0,023;0,0164;0,0131;0,0078;0,0084
339,4;0,1032;0,0413;0,0244;0,0174;0,0133;0,0085;0,0083
339,6;0,1017;0,0415;0,0234;0,0176;0,0128;0,0098;0,0074
339,8;0,101;0,0418;0,0212;0,0172;0,0119;0,0102;0,0062
340;0,1009;0,0415;0,0209;0,0173;0,0117;0,0094;0,0053
340,2;0,1007;0,0405;0,0213;0,0169;0,0122;0,0085;0,0058
340,4;0,0992;0,0391;0,021;0,0167;0,0123;0,0085;0,007
340,6;0,0981;0,0384;0,0207;0,0162;0,0128;0,0088;0,007
340,8;0,0991;0,038;0,0214;0,0158;0,0136;0,0083;0,0072
341;0,0979;0,0367;0,0217;0,0156;0,0135;0,0085;0,0074
341,2;0,0959;0,0363;0,02;0,0161;0,0127;0,0094;0,0071
341,4;0,0954;0,0362;0,0194;0,0171;0,0123;0,0103;0,0073
341,6;0,0934;0,0354;0,0194;0,017;0,011;0,0099;0,0069
341,8;0,092;0,0343;0,0195;0,0163;0,011;0,0091;0,0062
342;0,0926;0,0333;0,0208;0,0158;0,0123;0,0093;0,0068
342,2;0,0914;0,0325;0,0193;0,0151;0,0126;0,0084;0,0071
342,4;0,0892;0,0329;0,0177;0,0153;0,0124;0,0086;0,0066
342,6;0,0875;0,0331;0,0179;0,0161;0,0119;0,008;0,006
342,8;0,0868;0,0326;0,0195;0,0158;0,0121;0,0073;0,0065
343;0,0851;0,032;0,0191;0,0143;0,0117;0,0084;0,0059
343,2;0,0829;0,0314;0,0174;0,0144;0,0114;0,0086;0,0057
343,4;0,0811;0,0311;0,0178;0,0158;0,0119;0,0087;0,0068
343,6;0,0802;0,0309;0,0174;0,0159;0,0108;0,0086;0,0059
343,8;0,081;0,0304;0,017;0,0154;0,0105;0,0079;0,0061
344;0,0804;0,0294;0,0172;0,0147;0,0109;0,0075;0,0065
344,2;0,0784;0,0296;0,0167;0,0147;0,0105;0,0082;0,0065
344,4;0,0755;0,0297;0,0159;0,0143;0,0096;0,0082;0,0058
344,6;0,0751;0,0291;0,0163;0,0142;0,0105;0,007;0,0055
344,8;0,0761;0,0294;0,0177;0,0157;0,0116;0,0078;0,0066
345;0,0748;0,0297;0,0183;0,0163;0,0115;0,0087;0,0069
345,2;0,074;0,0305;0,0181;0,0162;0,0116;0,0092;0,0071
345,4;0,0735;0,03;0,0178;0,0158;0,0114;0,0093;0,0066
345,6;0,0728;0,029;0,0168;0,0149;0,0114;0,0086;0,006
345,8;0,0722;0,0294;0,0158;0,0148;0,0109;0,0081;0,0062
346;0,0733;0,0294;0,0178;0,0157;0,0115;0,0078;0,0074
346,2;0,0738;0,0294;0,0191;0,0155;0,0122;0,0074;0,0075
346,4;0,0715;0,0296;0,0182;0,0148;0,0119;0,0072;0,0066
346,6;0,0717;0,0302;0,0182;0,0144;0,0127;0,0084;0,0066
346,8;0,0726;0,032;0,0182;0,0149;0,0121;0,01;0,0059
347;0,0717;0,0325;0,0177;0,0155;0,0113;0,0102;0,0065
