wavelength;s1.3;s2.3;s3.3;s4.3;s5.3;s6.3;hcl
772,5;0,003;0,002;0,0003;0,0018;0,0044;0,003;0,0002
772,6;0,0028;0,0021;0,0002;0,0019;0,0044;0,0031;0
772,7;0,0028;0,0021;0,0003;0,002;0,0044;0,0031;1,00E-04
772,8;0,0027;0,0019;0,0004;0,002;0,0042;0,0032;0
772,9;0,0027;0,0019;0,0005;0,0021;0,0041;0,0031;0
773;0,0026;0,0019;0,0003;0,0021;0,0039;0,0032;-0,0001
773,1;0,0026;0,002;0,0003;0,002;0,0041;0,0032;0
773,2;0,0026;0,0019;0,0003;0,0018;0,0041;0,0031;0,0001
773,3;0,0025;0,0017;0,0003;0,0017;0,0042;0,003;0,0002
773,4;0,0024;0,0018;0,0003;0,0018;0,0041;0,0029;0,0001
773,5;0,0026;0,0019;0,0003;0,0019;0,0042;0,003;0
773,6;0,0024;0,002;0,0002;0,0021;0,0041;0,0031;-0,0003
773,7;0,0026;0,0022;0,0002;0,0022;0,0042;0,0032;-0,0003
773,8;0,0029;0,0021;0,0004;0,0021;0,0043;0,0033;-1,00E-04
773,9;0,0027;0,002;0,0003;0,002;0,0041;0,0032;-0,0001
774;0,0028;0,0018;0,0004;0,0018;0,0041;0,003;0,0002
774,1;0,0028;0,0017;0,0003;0,0018;0,004;0,003;0,0002
774,2;0,0027;0,0017;0,0002;0,0019;0,004;0,0029;1,00E-04
774,3;0,0026;0,0017;0,0002;0,0017;0,0038;0,0029;0,0001
774,4;0,0028;0,0018;0,0003;0,0019;0,004;0,003;1,00E-04
774,5;0,0027;0,0018;0,0004;0,0018;0,004;0,0029;1,00E-04
774,6;0,0029;0,0019;0,0005;0,0018;0,0042;0,003;0,0002
774,7;0,0031;0,0019;0,0005;0,0019;0,0044;0,003;0,0003
774,8;0,0029;0,002;0,0005;0,0019;0,0044;0,0031;0,0002
774,9;0,0029;0,0021;0,0004;0,0019;0,0044;0,0032;0,0002
775;0,0027;0,0021;0,0004;0,0016;0,0043;0,003;0,0002
775,1;0,0026;0,0022;0,0005;0,0017;0,0043;0,0031;0,0002
775,2;0,0028;0,0023;0,0006;0,0017;0,0043;0,0032;0,0002
775,3;0,0028;0,0023;0,0005;0,0018;0,0042;0,0031;0,0001
775,4;0,0029;0,0021;0,0004;0,0019;0,0042;0,0031;0,0001
775,5;0,0029;0,0019;0,0004;0,0018;0,0041;0,0028;0,0002
775,6;0,0028;0,0017;0,0002;0,0017;0,0039;0,0027;0,0002
775,7;0,0028;0,0016;0,0003;0,0017;0,004;0,0028;0,0003
775,8;0,0027;0,0017;0,0004;0,0017;0,004;0,0029;0,0002
775,9;0,0027;0,0017;0,0002;0,0018;0,004;0,0031;0,0001
776;0,0028;0,0016;0,0002;0,0017;0,0041;0,003;0,0002
776,1;0,0028;0,0016;1,00E-04;0,0017;0,0041;0,0031;0,0002
776,2;0,0029;0,0016;0;0,0017;0,004;0,003;0,0002
776,3;0,0028;0,0017;1,00E-04;0,0019;0,0039;0,0031;1,00E-04
776,4;0,0026;0,0019;0,0001;0,002;0,0038;0,003;0
776,5;0,0027;0,0017;1,00E-04;0,0018;0,004;0,0028;0,0002
776,6;0,0028;0,0017;0,0003;0,0019;0,0041;0,0028;0,0003
776,7;0,0029;0,0017;0,0004;0,0017;0,0041;0,0025;0,0004
776,8;0,0029;0,0017;0,0004;0,0017;0,0041;0,0025;0,0004
776,9;0,0028;0,0018;0,0003;0,0018;0,004;0,0026;0,0003
777;0,0027;0,0019;0,0003;0,0018;0,0041;0,0027;0,0002
777,1;0,0027;0,0019;0,0003;0,0018;0,0041;0,003;0,0002
777,2;0,0029;0,002;0,0005;0,0019;0,0043;0,0031;0,0002
777,3;0,0027;0,0019;0,0003;0,0019;0,0041;0,0031;1,00E-04
777,4;0,0027;0,0019;0,0003;0,0019;0,0039;0,0032;0
777,5;0,0027;0,0018;0,0004;0,002;0,004;0,0032;1,00E-04
777,6;0,0025;0,0018;0,0003;0,002;0,0037;0,0032;0
777,7;0,0026;0,0018;0,0004;0,002;0,004;0,0031;1,00E-04
777,8;0,0026;0,0018;0,0005;0,0019;0,004;0,0031;1,00E-04
777,9;0,0026;0,0019;0,0006;0,0019;0,004;0,0032;0
778;0,0027;0,0018;0,0007;0,0017;0,0041;0,003;0,0002
778,1;0,0027;0,0017;0,0006;0,0016;0,0041;0,003;0,0002
778,2;0,0027;0,0019;0,0005;0,0017;0,004;0,003;0,0001
778,3;0,0027;0,0019;0,0004;0,0017;0,0042;0,0028;0,0002
778,4;0,0027;0,0019;0,0003;0,0019;0,0041;0,0029;0,0001
778,5;0,0028;0,002;0,0005;0,0019;0,0043;0,0029;0,0002
778,6;0,0029;0,0019;0,0004;0,002;0,0042;0,0029;0,0002
778,7;0,003;0,0019;0,0005;0,0021;0,0042;0,0029;0,0002
778,8;0,003;0,0021;0,0005;0,0021;0,0042;0,0031;1,00E-04
778,9;0,003;0,0019;0,0006;0,0019;0,0043;0,0031;0,0003
779;0,003;0,0018;0,0006;0,0018;0,0045;0,0031;0,0003
779,1;0,003;0,0017;0,0005;0,0017;0,0044;0,0031;0,0003
779,2;0,0029;0,002;0,0004;0,0019;0,0043;0,0033;0
779,3;0,0027;0,002;0,0002;0,002;0,0041;0,0033;-0,0002
779,4;0,0027;0,0021;0,0004;0,002;0,0041;0,0034;-0,0002
779,5;0,0025;0,0022;0,0002;0,002;0,004;0,0033;-0,0003
779,6;0,0027;0,002;0,0004;0,002;0,0042;0,003;0
779,7;0,0028;0,0018;0,0004;0,0017;0,004;0,0029;0,0002
779,8;0,0028;0,0018;0,0005;0,0016;0,0043;0,0028;0,0003
779,9;0,0026;0,0017;0,0004;0,0016;0,0042;0,0029;0,0003
780;0,0028;0,0016;0,0007;0,0015;0,0045;0,003;0,0005
780,1;0,0028;0,0016;0,0007;0,0017;0,0045;0,003;0,0004
780,2;0,003;0,0016;0,0007;0,0018;0,0044;0,003;0,0004
780,3;0,0032;0,0017;0,0008;0,0019;0,0044;0,0028;0,0005
780,4;0,003;0,0018;0,0005;0,0019;0,0042;0,0028;0,0003
780,5;0,0028;0,0017;0,0004;0,0019;0,0043;0,0029;0,0002
780,6;0,0027;0,0018;0,0003;0,0019;0,0042;0,003;0,0001
780,7;0,0027;0,0018;0,0002;0,0018;0,0041;0,0031;0,0001
780,8;0,0027;0,0017;0,0003;0,0018;0,004;0,0031;0,0001
780,9;0,003;0,0018;0,0005;0,0016;0,0041;0,003;0,0004
781;0,003;0,0018;0,0004;0,0017;0,0042;0,003;0,0003
781,1;0,0029;0,0018;0,0004;0,0017;0,0041;0,0029;0,0002
781,2;0,003;0,0019;0,0004;0,0018;0,0041;0,003;1,00E-04
781,3;0,0029;0,0019;0,0003;0,002;0,0039;0,0031;-1,00E-04
781,4;0,0029;0,0019;0,0004;0,002;0,0039;0,0031;-1,00E-04
781,5;0,0029;0,002;0,0003;0,002;0,004;0,003;-1,00E-04
781,6;0,003;0,002;0,0003;0,002;0,004;0,003;-1,00E-04
781,7;0,0029;0,002;0,0001;0,002;0,0041;0,003;-0,0002
781,8;0,0027;0,0022;0,0001;0,0022;0,0042;0,0032;-0,0003
781,9;0,0029;0,002;0,0003;0,0021;0,0043;0,0032;-1,00E-04
782;0,0028;0,002;0,0003;0,0021;0,0043;0,0034;-1,00E-04
782,1;0,0028;0,002;0,0002;0,0021;0,0041;0,0035;-1,00E-04
782,2;0,0029;0,0017;0,0003;0,0018;0,0041;0,0033;0,0001
782,3;0,0027;0,0017;0,0002;0,0018;0,004;0,0033;0
782,4;0,0027;0,0016;0,0002;0,0017;0,004;0,0031;0,0001
782,5;0,0028;0,0017;0,0005;0,0017;0,0042;0,003;0,0002
782,6;0,003;0,0017;0,0006;0,0017;0,0042;0,0029;0,0003
782,7;0,003;0,0017;0,0006;0,0018;0,0041;0,0029;0,0003
782,8;0,0031;0,0019;0,0005;0,002;0,0041;0,0031;1,00E-04
782,9;0,0031;0,0019;0,0004;0,0019;0,004;0,0032;1,00E-04
783;0,003;0,0019;0,0001;0,0019;0,0041;0,0032;0
783,1;0,0028;0,0019;0,0001;0,0018;0,0041;0,0033;-1,00E-04
783,2;0,0027;0,0017;0,0002;0,0018;0,004;0,0032;0
783,3;0,0027;0,0015;0,0003;0,0017;0,004;0,0031;0,0001
783,4;0,0029;0,0017;0,0004;0,0019;0,0039;0,0033;0
783,5;0,003;0,0017;0,0005;0,0019;0,0038;0,0033;1,00E-04
783,6;0,003;0,0018;0,0006;0,0019;0,0038;0,0033;1,00E-04
783,7;0,0028;0,0019;0,0005;0,0019;0,0037;0,0033;0
783,8;0,0029;0,0017;0,0005;0,0017;0,0038;0,0031;0,0002
783,9;0,0027;0,0018;0,0003;0,0016;0,0037;0,003;0,0001
784;0,0026;0,0018;0,0004;0,0016;0,0037;0,0029;0,0001
784,1;0,0028;0,0019;0,0004;0,0017;0,0039;0,003;1,00E-04
784,2;0,0029;0,0019;0,0006;0,0017;0,0039;0,0029;0,0002
784,3;0,003;0,0019;0,0007;0,0018;0,004;0,0031;0,0001
784,4;0,0029;0,002;0,0004;0,0018;0,004;0,0031;0
784,5;0,0028;0,002;0,0003;0,0018;0,0039;0,0032;-0,0002
784,6;0,0027;0,002;0,0002;0,0016;0,0039;0,0032;-0,0002
784,7;0,0026;0,0019;0,0001;0,0017;0,0039;0,0032;-0,0002
784,8;0,0027;0,002;0,0002;0,0019;0,0039;0,0032;-0,0002
784,9;0,0027;0,002;0,0003;0,002;0,004;0,0032;-1,00E-04
785;0,0028;0,002;0,0003;0,002;0,0039;0,0032;-1,00E-04
785,1;0,0027;0,0021;0,0003;0,002;0,0039;0,0031;-1,00E-04
785,2;0,0027;0,002;0,0004;0,0019;0,0038;0,0031;0
785,3;0,0027;0,002;0,0004;0,0021;0,0038;0,0031;-1,00E-04
785,4;0,0028;0,0019;0,0003;0,002;0,0038;0,0031;-1,00E-04
785,5;0,0029;0,002;0,0004;0,0022;0,004;0,0032;-0,0001
785,6;0,003;0,0018;0,0004;0,0021;0,0041;0,0031;0
785,7;0,0028;0,0017;0,0005;0,0018;0,0041;0,003;0,0002
785,8;0,0028;0,0019;0,0006;0,0018;0,0043;0,0031;0,0002
785,9;0,0029;0,0019;0,0005;0,0017;0,0041;0,0031;0,0002
786;0,0028;0,0018;0,0005;0,0015;0,0041;0,003;0,0003
786,1;0,0027;0,0017;0,0003;0,0017;0,004;0,0029;0,0001
786,2;0,0027;0,0017;0,0003;0,0017;0,0039;0,0029;0
786,3;0,0026;0,0017;0,0004;0,0017;0,004;0,0029;0
786,4;0,0025;0,0017;0,0004;0,0018;0,004;0,0028;-0,0001
786,5;0,0028;0,0017;0,0006;0,0017;0,0041;0,0031;0
786,6;0,0027;0,0016;0,0005;0,0015;0,0039;0,0031;1,00E-04
786,7;0,0028;0,0014;0,0005;0,0015;0,0039;0,0032;0,0003
786,8;0,0028;0,0014;0,0006;0,0015;0,004;0,0032;0,0004
786,9;0,0027;0,0017;0,0005;0,0017;0,0039;0,0032;0,0002
787;0,0028;0,0017;0,0006;0,0017;0,0041;0,0031;0,0003
787,1;0,0025;0,0018;0,0004;0,0017;0,004;0,0029;0
787,2;0,0025;0,0017;0,0004;0,0016;0,0039;0,0028;1,00E-04
787,3;0,0024;0,0016;0,0004;0,0017;0,004;0,0028;1,00E-04
787,4;0,0025;0,0016;0,0004;0,0018;0,004;0,0029;0
787,5;0,0026;0,0016;0,0004;0,0019;0,004;0,0029;0,0001
787,6;0,0026;0,0017;0,0004;0,002;0,004;0,003;-0,0001
787,7;0,0027;0,0017;0,0004;0,002;0,004;0,0031;0
787,8;0,0028;0,0019;0,0005;0,0019;0,0041;0,0031;1,00E-04
787,9;0,0029;0,0019;0,0006;0,0019;0,0041;0,0031;1,00E-04
788;0,0031;0,0017;0,0006;0,0017;0,0042;0,003;0,0003
788,1;0,003;0,0017;0,0006;0,0016;0,0041;0,0028;0,0003
788,2;0,0032;0,0015;0,0006;0,0014;0,004;0,0028;0,0004
788,3;0,003;0,0015;0,0004;0,0014;0,0038;0,0027;0,0003
788,4;0,0028;0,0015;0,0004;0,0015;0,0038;0,0028;0,0003
788,5;0,0028;0,0016;0,0004;0,0015;0,0039;0,003;0,0002
788,6;0,0025;0,0016;0,0003;0,0016;0,0038;0,003;1,00E-04
788,7;0,0027;0,0017;0,0004;0,0017;0,0041;0,003;0,0002
788,8;0,0028;0,0018;0,0005;0,0018;0,0041;0,0031;0,0002
788,9;0,0029;0,0019;0,0005;0,0018;0,0041;0,003;0,0002
789;0,003;0,002;0,0006;0,0019;0,0042;0,0031;0,0002
789,1;0,003;0,0018;0,0006;0,0017;0,0041;0,0029;0,0004
789,2;0,003;0,0018;0,0005;0,0014;0,0041;0,0027;0,0004
789,3;0,0028;0,0018;0,0004;0,0014;0,004;0,0028;0,0003
789,4;0,0027;0,0017;0,0003;0,0015;0,0039;0,0027;0,0002
789,5;0,0029;0,0019;0,0004;0,0016;0,004;0,003;0,0002
789,6;0,0028;0,0018;0,0003;0,0017;0,004;0,0031;1,00E-04
789,7;0,0029;0,0016;0,0006;0,0016;0,004;0,0031;0,0003
789,8;0,003;0,0016;0,0006;0,0016;0,004;0,003;0,0003
789,9;0,0029;0,0016;0,0007;0,0018;0,004;0,003;1,00E-04
790;0,0028;0,0017;0,0008;0,0018;0,004;0,003;1,00E-04
790,1;0,0026;0,0019;0,0005;0,0019;0,0039;0,0031;-0,0002
790,2;0,0026;0,0019;0,0004;0,0018;0,0037;0,003;-0,0002
790,3;0,0027;0,002;0,0004;0,0017;0,0038;0,003;0
790,4;0,0027;0,002;0,0003;0,0018;0,0038;0,0031;-0,0001
790,5;0,0029;0,0018;0,0004;0,0018;0,0038;0,003;-0,0001
790,6;0,0031;0,0019;0,0005;0,0018;0,004;0,003;1,00E-04
790,7;0,0029;0,0019;0,0005;0,0019;0,0041;0,0031;0
790,8;0,0029;0,0016;0,0006;0,0018;0,0042;0,0029;0,0003
790,9;0,0028;0,0018;0,0006;0,0019;0,0042;0,0029;0,0002
791;0,0026;0,0017;0,0006;0,0018;0,0042;0,003;0,0002
791,1;0,0028;0,0018;0,0009;0,0019;0,0043;0,0032;0,0002
791,2;0,0029;0,0021;0,0009;0,0019;0,0042;0,0034;0
791,3;0,003;0,0021;0,0008;0,0019;0,0042;0,0033;0
791,4;0,0032;0,002;0,0007;0,0018;0,0043;0,0031;0,0002
791,5;0,003;0,0019;0,0004;0,0018;0,0041;0,0029;0,0001
791,6;0,0031;0,002;0,0005;0,0019;0,0043;0,003;0,0002
791,7;0,0029;0,0019;0,0004;0,0018;0,0041;0,0029;0,0002
791,8;0,0029;0,002;0,0006;0,0019;0,0042;0,0031;0,0002
791,9;0,0028;0,002;0,0006;0,002;0,0041;0,0031;0,0002
792;0,0026;0,0019;0,0005;0,002;0,0039;0,0031;0,0001
792,1;0,0028;0,0018;0,0006;0,0019;0,0039;0,003;0,0002
792,2;0,0026;0,0017;0,0005;0,0017;0,0039;0,0028;0,0002
792,3;0,0027;0,0016;0,0006;0,0016;0,0041;0,0027;0,0004
792,4;0,0027;0,0016;0,0005;0,0016;0,0041;0,0027;0,0004
792,5;0,0029;0,0018;0,0006;0,0017;0,0042;0,0029;0,0003
792,6;0,0031;0,0018;0,0008;0,0018;0,0042;0,0029;0,0004
792,7;0,0028;0,0019;0,0006;0,0019;0,0039;0,003;1,00E-04
792,8;0,0029;0,0019;0,0008;0,0021;0,0041;0,0031;0,0002
792,9;0,0028;0,0018;0,0007;0,002;0,004;0,0029;0,0003
793;0,0027;0,002;0,0005;0,002;0,0039;0,003;0,0001
793,1;0,0028;0,0019;0,0005;0,0018;0,0039;0,0028;0,0002
793,2;0,0028;0,0017;0,0005;0,0016;0,0038;0,0027;0,0002
793,3;0,0028;0,0017;0,0004;0,0017;0,0038;0,0029;0
793,4;0,0028;0,0017;0,0004;0,0018;0,0038;0,0028;0
793,5;0,0028;0,002;0,0006;0,0019;0,004;0,0028;0
793,6;0,0028;0,002;0,0004;0,0019;0,0038;0,0028;-1,00E-04
793,7;0,0027;0,002;0,0002;0,0018;0,0039;0,0027;-1,00E-04
793,8;0,0027;0,0021;0,0004;0,0019;0,0039;0,0028;-0,0001
793,9;0,0026;0,002;0,0003;0,0019;0,0038;0,0029;-0,0001
794;0,0025;0,0019;0,0004;0,002;0,0038;0,0029;-1,00E-04
794,1;0,0028;0,0018;0,0008;0,0019;0,004;0,0032;0,0001
794,2;0,0028;0,0017;0,0006;0,002;0,0038;0,0032;0,0001
794,3;0,0029;0,0017;0,0005;0,0021;0,0038;0,0034;0
794,4;0,0028;0,0019;0,0004;0,002;0,0038;0,0033;-0,0001
794,5;0,0028;0,0021;0,0005;0,0021;0,0038;0,0031;0
794,6;0,0026;0,0022;0,0006;0,0019;0,004;0,0029;0,0001
794,7;0,0027;0,0024;0,0006;0,002;0,0041;0,003;0
794,8;0,0026;0,0022;0,0006;0,0019;0,004;0,003;0
794,9;0,0026;0,0022;0,0006;0,0018;0,0039;0,0032;-1,00E-04
795;0,0025;0,002;0,0005;0,0017;0,0039;0,003;-0,0001
795,1;0,0024;0,002;0,0006;0,0016;0,004;0,0028;0,0001
795,2;0,0026;0,0019;0,0006;0,0017;0,0041;0,0027;0,0002
795,3;0,0025;0,0018;0,0005;0,0018;0,004;0,0027;0,0002
795,4;0,0026;0,0018;0,0005;0,0019;0,004;0,0028;0,0002
795,5;0,0027;0,0016;0,0004;0,0019;0,004;0,0029;0,0002
795,6;0,0027;0,0017;0,0004;0,0019;0,0039;0,003;0
795,7;0,0029;0,0016;0,0005;0,0017;0,004;0,0029;0,0002
795,8;0,0029;0,0017;0,0004;0,0016;0,004;0,0029;0,0002
795,9;0,003;0,0018;0,0006;0,0017;0,0039;0,003;0,0002
796;0,0029;0,002;0,0006;0,0018;0,0038;0,0031;0,0001
796,1;0,003;0,0019;0,0006;0,0017;0,0041;0,0029;0,0003
796,2;0,0029;0,002;0,0005;0,0018;0,0041;0,0029;0,0002
796,3;0,003;0,0018;0,0006;0,0017;0,0042;0,0028;0,0003
796,4;0,0028;0,0018;0,0005;0,0019;0,0042;0,0029;0,0002
796,5;0,0027;0,0019;0,0005;0,002;0,004;0,0029;0
796,6;0,0026;0,0018;0,0005;0,0019;0,0038;0,0029;-1,00E-04
796,7;0,0025;0,0018;0,0004;0,0019;0,0037;0,0027;-0,0001
796,8;0,0025;0,0019;0,0004;0,0017;0,0036;0,0027;-0,0002
796,9;0,0025;0,0017;0,0004;0,0016;0,0038;0,0027;-0,0001
797;0,0028;0,0018;0,0005;0,0017;0,0038;0,0027;0
797,1;0,0028;0,0016;0,0005;0,0017;0,0038;0,0028;0,0001
797,2;0,003;0,0017;0,0005;0,0017;0,004;0,0029;0,0003
797,3;0,003;0,0017;0,0005;0,0018;0,0038;0,0029;0,0003
797,4;0,0029;0,0017;0,0006;0,0018;0,004;0,0029;0,0004
797,5;0,0028;0,0018;0,0005;0,0017;0,0039;0,0028;0,0003
797,6;0,0027;0,0021;0,0006;0,0019;0,0038;0,003;1,00E-04
797,7;0,0027;0,002;0,0006;0,0018;0,004;0,0029;0,0002
797,8;0,0025;0,002;0,0005;0,0019;0,0038;0,003;0
797,9;0,0028;0,002;0,0007;0,0019;0,0042;0,0031;0,0002
798;0,0028;0,0016;0,0006;0,0018;0,0041;0,0029;0,0003
798,1;0,0028;0,0016;0,0007;0,0018;0,0041;0,0029;0,0003
798,2;0,0031;0,0016;0,0007;0,0019;0,0042;0,003;0,0003
798,3;0,003;0,0017;0,0006;0,0018;0,0041;0,0028;0,0003
798,4;0,0029;0,0018;0,0005;0,0018;0,0042;0,0028;0,0003
798,5;0,0027;0,002;0,0004;0,0019;0,0041;0,003;0,0001
798,6;0,0026;0,0019;0,0002;0,0018;0,0039;0,0029;0
798,7;0,0025;0,0018;0,0002;0,0018;0,0038;0,0029;0
798,8;0,0024;0,0018;0,0004;0,0017;0,0037;0,0028;0
798,9;0,0025;0,0018;0,0005;0,0017;0,0037;0,0027;0,0001
799;0,0027;0,0017;0,0007;0,0017;0,0038;0,0025;0,0003
799,1;0,0027;0,0018;0,0006;0,0018;0,0038;0,0028;0,0002
799,2;0,0027;0,0019;0,0004;0,0019;0,0037;0,003;-1,00E-04
799,3;0,0026;0,002;0,0003;0,0019;0,0037;0,0031;-0,0002
799,4;0,0025;0,0022;0,0003;0,0021;0,0037;0,0033;-0,0003
799,5;0,0024;0,0021;0,0003;0,0021;0,0037;0,0032;-0,0003
799,6;0,0026;0,0018;0,0004;0,0019;0,0039;0,003;0,0001
799,7;0,0029;0,0017;0,0005;0,0018;0,0039;0,0028;0,0002
799,8;0,0029;0,0018;0,0006;0,002;0,0039;0,0029;1,00E-04
799,9;0,0028;0,0018;0,0006;0,002;0,0038;0,003;-1,00E-04
800;0,0028;0,0019;0,0007;0,0021;0,0038;0,0031;-0,0002
800,1;0,0027;0,0019;0,0006;0,002;0,0038;0,0031;-1,00E-04
800,2;0,0028;0,002;0,0005;0,0021;0,0039;0,0033;-0,0001
800,3;0,0027;0,0019;0,0003;0,0019;0,0037;0,0032;-1,00E-04
800,4;0,0028;0,002;0,0005;0,0019;0,0037;0,0032;0
800,5;0,003;0,0019;0,0007;0,0021;0,004;0,0032;1,00E-04
800,6;0,0029;0,0017;0,0007;0,0019;0,004;0,0031;0,0002
800,7;0,0029;0,0016;0,0007;0,0017;0,0042;0,0028;0,0003
800,8;0,0029;0,0016;0,0006;0,0017;0,0042;0,0028;0,0003
800,9;0,0027;0,0015;0,0005;0,0016;0,0041;0,0028;0,0003
801;0,0026;0,0017;0,0003;0,0017;0,0038;0,0028;0,0001
801,1;0,0028;0,0016;0,0005;0,0017;0,0038;0,003;0,0002
801,2;0,0028;0,0016;0,0006;0,0017;0,0039;0,0029;0,0003
801,3;0,0028;0,0018;0,0007;0,0016;0,0039;0,003;0,0002
801,4;0,0027;0,0016;0,0006;0,0013;0,0039;0,0029;0,0003
801,5;0,0029;0,0017;0,0008;0,0012;0,0043;0,0027;0,0006
801,6;0,0028;0,0016;0,0005;0,0012;0,0042;0,0027;0,0004
801,7;0,0029;0,0014;0,0006;0,0011;0,0041;0,0026;0,0005
801,8;0,003;0,0015;0,0007;0,0014;0,004;0,0027;0,0004
801,9;0,0028;0,0014;0,0006;0,0016;0,0038;0,0027;0,0003
802;0,0027;0,0015;0,0006;0,0018;0,0037;0,0027;1,00E-04
802,1;0,0027;0,0016;0,0005;0,0018;0,0037;0,0027;1,00E-04
802,2;0,0025;0,0015;0,0002;0,0016;0,0036;0,0026;1,00E-04
802,3;0,0025;0,0012;0,0001;0,0013;0,0035;0,0025;0,0002
802,4;0,0026;0,0012;0,0003;0,0012;0,0037;0,0025;0,0004
802,5;0,0027;0,0013;0,0004;0,0012;0,0039;0,0026;0,0004
802,6;0,0027;0,0015;0,0005;0,0015;0,004;0,0026;0,0003
802,7;0,0026;0,0017;0,0005;0,0016;0,004;0,0027;0,0002
802,8;0,0027;0,0017;0,0005;0,0016;0,0041;0,0027;0,0003
802,9;0,0025;0,0017;0,0005;0,0017;0,004;0,0028;0,0003
803;0,0026;0,0016;0,0005;0,0017;0,0041;0,0029;0,0005
803,1;0,0028;0,0015;0,0006;0,0016;0,0042;0,0028;0,0006
803,2;0,0027;0,0016;0,0005;0,0018;0,0041;0,003;0,0004
803,3;0,0028;0,0013;0,0004;0,0016;0,0042;0,0027;0,0005
803,4;0,0026;0,0016;0,0004;0,0018;0,0041;0,0029;0
803,5;0,0025;0,0018;0,0002;0,0019;0,004;0,003;-0,0002
803,6;0,0026;0,0018;0,0004;0,0018;0,0041;0,0029;-0,0002
803,7;0,0026;0,0019;0,0004;0,0019;0,0039;0,003;-0,0002
803,8;0,0028;0,0018;0,0005;0,0019;0,004;0,0029;0
803,9;0,0028;0,0018;0,0006;0,0019;0,0041;0,0029;0,0001
804;0,0027;0,0019;0,0005;0,0018;0,0039;0,003;0,0001
804,1;0,0027;0,0019;0,0006;0,0017;0,004;0,003;0,0001
804,2;0,0026;0,0021;0,0004;0,0017;0,0038;0,0031;0
804,3;0,0024;0,0019;0,0003;0,0015;0,0038;0,003;0
804,4;0,0025;0,0019;0,0003;0,0016;0,004;0,0029;0,0001
804,5;0,0027;0,0018;0,0004;0,0017;0,0042;0,003;0,0003
804,6;0,0028;0,0015;0,0005;0,0015;0,0043;0,0027;0,0004
804,7;0,0028;0,0015;0,0006;0,0016;0,0042;0,0027;0,0004
804,8;0,0029;0,0015;0,0006;0,0015;0,0041;0,0029;0,0004
804,9;0,0025;0,0015;0,0005;0,0014;0,004;0,0028;0,0002
805;0,0025;0,0017;0,0004;0,0015;0,0041;0,0029;0,0002
805,1;0,0025;0,0019;0,0006;0,0016;0,0041;0,003;0,0001
805,2;0,0026;0,0017;0,0007;0,0015;0,0041;0,0028;0,0003
805,3;0,0027;0,0018;0,0006;0,0016;0,004;0,0029;0,0002
805,4;0,0027;0,0016;0,0006;0,0014;0,0039;0,0027;0,0003
805,5;0,0027;0,0014;0,0005;0,0011;0,0039;0,0026;0,0004
805,6;0,0025;0,0015;0,0003;0,0012;0,0039;0,0027;0,0002
805,7;0,0026;0,0015;0,0004;0,0012;0,0041;0,0027;0,0002
805,8;0,0023;0,0016;0,0002;0,0012;0,004;0,0028;0,0001
805,9;0,0024;0,0016;0,0002;0,0014;0,004;0,0028;0,0002
806;0,0023;0,0015;0,0001;0,0014;0,0039;0,0027;0,0002
806,1;0,0023;0,0016;0;0,0015;0,004;0,0028;0,0002
806,2;0,0024;0,0012;0,0002;0,0014;0,004;0,0026;0,0003
806,3;0,0023;0,0012;1,00E-04;0,0014;0,004;0,0026;0,0002
806,4;0,0025;0,0012;0,0002;0,0014;0,004;0,0026;0,0003
806,5;0,0026;0,0011;0,0002;0,0014;0,0039;0,0025;0,0003
806,6;0,0027;0,0012;0,0002;0,0014;0,0039;0,0026;0,0004
806,7;0,0028;0,0013;0,0003;0,0015;0,0039;0,0027;0,0004
806,8;0,0025;0,0015;0,0003;0,0014;0,0039;0,0028;0,0003
806,9;0,0024;0,0017;0,0004;0,0015;0,0038;0,003;1,00E-04
807;0,0023;0,0019;0,0003;0,0017;0,0038;0,0031;-0,0001
807,1;0,0025;0,0018;0,0004;0,0016;0,0038;0,0031;0
807,2;0,0026;0,0018;0,0003;0,0016;0,0039;0,003;1,00E-04
807,3;0,0027;0,0016;0,0003;0,0014;0,0039;0,0028;0,0004
807,4;0,0027;0,0017;0,0004;0,0014;0,0039;0,003;0,0003
807,5;0,0026;0,0016;0,0002;0,0014;0,0037;0,0029;0,0002
807,6;0,0025;0,0015;1,00E-04;0,0013;0,0038;0,0028;0,0002
807,7;0,0026;0,0016;0,0003;0,0015;0,0039;0,0028;0,0002
807,8;0,0026;0,0015;0,0002;0,0015;0,0039;0,0028;0,0002
807,9;0,0026;0,0016;0,0006;0,0015;0,004;0,0027;0,0003
808;0,0026;0,0015;0,0005;0,0016;0,0037;0,0027;0,0002
808,1;0,0025;0,0015;0,0005;0,0014;0,0037;0,0027;0,0002
808,2;0,0024;0,0013;0,0005;0,0014;0,0038;0,0025;0,0003
808,3;0,0025;0,0015;0,0004;0,0015;0,004;0,0028;0,0003
808,4;0,0025;0,0017;0,0004;0,0015;0,004;0,0029;0,0002
808,5;0,0028;0,0018;0,0006;0,0016;0,0041;0,003;0,0003
808,6;0,0029;0,002;0,0006;0,0017;0,0042;0,0031;0,0002
808,7;0,003;0,0017;0,0005;0,0016;0,004;0,0029;0,0002
808,8;0,0028;0,0016;0,0003;0,0016;0,0039;0,0027;0,0002
808,9;0,0026;0,0015;0,0001;0,0016;0,0037;0,0026;0,0001
809;0,0023;0,0013;0;0,0015;0,0037;0,0025;1,00E-04
