Wavelengt [nm],s1.1,s2.1,s3.1,s4.1,s5.1,s6.1,s7.1,s8.1
827.0,3.114484294022692e-23,4.1221147696000255e-23,5.930719545574274e-23,6.739402248049874e-23,8.557713620444949e-23,2.5650339000899144e-22,0.0,2.300514779143142e-22
827.2,3.114484294022692e-23,4.1502200975745716e-23,5.85516897811473e-23,6.620471620143112e-23,8.70154074011629e-23,2.5650339000899144e-22,0.0,2.169056791763534e-22
827.4,3.1049306612189417e-23,4.1408516549163903e-23,5.874056619979616e-23,6.660115162778698e-23,8.485800060609275e-23,2.5810653619654765e-22,-2.785126851262884e-24,2.300514779143142e-22
827.6,3.1049306612189417e-23,4.131483212258208e-23,5.874056619979616e-23,6.779045790685461e-23,8.413886500773604e-23,2.6451912094677247e-22,1.392563425631442e-23,2.563430753902358e-22
827.8,3.1097074776208173e-23,4.131483212258208e-23,5.85516897811473e-23,6.779045790685461e-23,8.413886500773604e-23,2.6451912094677247e-22,1.1140507405051537e-23,2.4977017602125542e-22
828.0,3.095377028415191e-23,4.103377884283662e-23,5.836281336249844e-23,6.660115162778698e-23,8.341972940937931e-23,2.532970976338791e-22,8.355380553788652e-24,2.366243772832946e-22
828.2,3.0906002120133154e-23,4.112746326941844e-23,5.836281336249844e-23,6.699758705414286e-23,8.485800060609275e-23,2.5650339000899144e-22,-2.785126851262884e-24,2.4319727665227503e-22
828.4,3.0714929464058147e-23,4.1408516549163903e-23,5.874056619979616e-23,6.50154099223635e-23,8.341972940937931e-23,2.5650339000899144e-22,-1.392563425631442e-23,2.169056791763534e-22
828.6,3.066716130003939e-23,4.131483212258208e-23,5.911831903709389e-23,6.50154099223635e-23,8.485800060609275e-23,2.532970976338791e-22,-1.1140507405051537e-23,2.0375988043839256e-22
828.8,3.066716130003939e-23,4.0940094416254806e-23,5.892944261844502e-23,6.699758705414286e-23,8.557713620444949e-23,2.5169395144632283e-22,-1.6710761107577303e-23,2.234785785453338e-22
829.0,3.0714929464058147e-23,4.103377884283662e-23,5.892944261844502e-23,6.660115162778698e-23,8.485800060609275e-23,2.5009080525876667e-22,0.0,2.300514779143142e-22
829.2,3.066716130003939e-23,4.112746326941844e-23,5.874056619979616e-23,6.818689333321049e-23,8.485800060609275e-23,2.5650339000899144e-22,2.785126851262884e-24,2.366243772832946e-22
829.4,3.061939313602064e-23,4.112746326941844e-23,5.779618410655185e-23,6.620471620143112e-23,8.485800060609275e-23,2.5169395144632283e-22,-8.355380553788652e-24,2.300514779143142e-22
829.6,3.0714929464058147e-23,4.103377884283662e-23,5.741843126925412e-23,6.422253906965174e-23,8.341972940937931e-23,2.4848765907121047e-22,-1.392563425631442e-23,2.1033277980737298e-22
829.8,3.0714929464058147e-23,4.112746326941844e-23,5.836281336249844e-23,6.541184534871937e-23,8.485800060609275e-23,2.5169395144632283e-22,0.0,2.234785785453338e-22
830.0,3.057162497200189e-23,4.1221147696000255e-23,5.85516897811473e-23,6.660115162778698e-23,8.629627180280619e-23,2.5169395144632283e-22,1.1140507405051537e-23,2.366243772832946e-22
830.2,3.042832047994563e-23,4.112746326941844e-23,5.798506052520071e-23,6.699758705414286e-23,8.413886500773604e-23,2.549002438214353e-22,2.785126851262884e-24,2.234785785453338e-22
830.4,3.042832047994563e-23,4.0940094416254806e-23,5.779618410655185e-23,6.660115162778698e-23,8.413886500773604e-23,2.5970968238410385e-22,-8.355380553788652e-24,2.1033277980737298e-22
830.6,3.0523856807983133e-23,4.0940094416254806e-23,5.798506052520071e-23,6.580828077507525e-23,8.413886500773604e-23,2.5810653619654765e-22,-2.785126851262884e-24,2.0375988043839256e-22
830.8,3.0476088643964377e-23,4.0940094416254806e-23,5.836281336249844e-23,6.422253906965174e-23,8.629627180280619e-23,2.4848765907121047e-22,8.355380553788652e-24,1.9718698106941216e-22
831.0,3.057162497200189e-23,4.0752725563091164e-23,5.911831903709389e-23,6.461897449600762e-23,8.557713620444949e-23,2.5009080525876667e-22,5.570253702525768e-24,2.0375988043839256e-22
831.2,3.061939313602064e-23,4.065904113650935e-23,5.892944261844502e-23,6.541184534871937e-23,8.485800060609275e-23,2.5970968238410385e-22,1.1140507405051537e-23,2.366243772832946e-22
831.4,3.066716130003939e-23,4.0471672283345715e-23,5.760730768790299e-23,6.541184534871937e-23,8.198145821266588e-23,2.6772541332188483e-22,-2.785126851262884e-24,2.366243772832946e-22
831.6,3.0714929464058147e-23,4.000325015043662e-23,5.685180201330753e-23,6.779045790685461e-23,8.198145821266588e-23,2.6932855950944103e-22,-1.9495887958840188e-23,2.366243772832946e-22
831.8,3.0714929464058147e-23,4.0190619003600254e-23,5.722955485060526e-23,6.818689333321049e-23,8.413886500773604e-23,2.6451912094677247e-22,-1.6710761107577303e-23,2.563430753902358e-22
832.0,3.066716130003939e-23,4.0752725563091164e-23,5.779618410655185e-23,6.699758705414286e-23,8.27005938110226e-23,2.5810653619654765e-22,-8.355380553788652e-24,2.4319727665227503e-22
832.2,3.057162497200189e-23,4.065904113650935e-23,5.779618410655185e-23,6.739402248049874e-23,8.198145821266588e-23,2.6131282857166e-22,-8.355380553788652e-24,2.629159747592162e-22
832.4,3.042832047994563e-23,4.084640998967299e-23,5.760730768790299e-23,6.580828077507525e-23,8.557713620444949e-23,2.549002438214353e-22,-8.355380553788652e-24,2.234785785453338e-22
832.6,3.018947965985187e-23,4.084640998967299e-23,5.685180201330753e-23,6.461897449600762e-23,8.773454299951964e-23,2.4848765907121047e-22,-2.785126851262884e-24,2.0375988043839256e-22
832.8,3.028501598788937e-23,4.065904113650935e-23,5.628517275736095e-23,6.382610364329587e-23,8.413886500773604e-23,2.5169395144632283e-22,-5.570253702525768e-24,2.300514779143142e-22
833.0,3.0332784151908126e-23,4.0752725563091164e-23,5.685180201330753e-23,6.342966821694e-23,8.198145821266588e-23,2.4848765907121047e-22,-5.570253702525768e-24,1.9718698106941216e-22
833.2,3.0380552315926876e-23,4.084640998967299e-23,5.760730768790299e-23,6.50154099223635e-23,8.198145821266588e-23,2.532970976338791e-22,-8.355380553788652e-24,2.1033277980737298e-22
833.4,3.057162497200189e-23,4.0471672283345715e-23,5.741843126925412e-23,6.620471620143112e-23,8.27005938110226e-23,2.5169395144632283e-22,-1.392563425631442e-23,2.4319727665227503e-22
833.6,3.0476088643964377e-23,4.056535670992753e-23,5.798506052520071e-23,6.461897449600762e-23,8.629627180280619e-23,2.4848765907121047e-22,0.0,2.0375988043839256e-22
833.8,3.0237247823870613e-23,4.103377884283662e-23,5.874056619979616e-23,6.422253906965174e-23,8.629627180280619e-23,2.4848765907121047e-22,5.570253702525768e-24,1.9061408170043174e-22
834.0,3.042832047994563e-23,4.0940094416254806e-23,5.741843126925412e-23,6.620471620143112e-23,8.485800060609275e-23,2.549002438214353e-22,-5.570253702525768e-24,2.234785785453338e-22
834.2,3.0476088643964377e-23,4.0940094416254806e-23,5.685180201330753e-23,6.620471620143112e-23,8.413886500773604e-23,2.5650339000899144e-22,-2.785126851262884e-24,2.300514779143142e-22
834.4,3.0332784151908126e-23,4.065904113650935e-23,5.760730768790299e-23,6.541184534871937e-23,8.413886500773604e-23,2.5009080525876667e-22,-2.785126851262884e-24,2.366243772832946e-22
834.6,3.061939313602064e-23,4.0752725563091164e-23,5.760730768790299e-23,6.699758705414286e-23,8.126232261430916e-23,2.5169395144632283e-22,-1.1140507405051537e-23,2.4319727665227503e-22
834.8,3.0332784151908126e-23,4.0752725563091164e-23,5.760730768790299e-23,6.50154099223635e-23,8.054318701595244e-23,2.468845128836543e-22,2.785126851262884e-24,1.9718698106941216e-22
835.0,3.0237247823870613e-23,4.0471672283345715e-23,5.760730768790299e-23,6.342966821694e-23,8.126232261430916e-23,2.4528136669609806e-22,8.355380553788652e-24,1.9061408170043174e-22
835.2,3.014171149583311e-23,4.037798785676389e-23,5.722955485060526e-23,6.382610364329587e-23,8.198145821266588e-23,2.4848765907121047e-22,-8.355380553788652e-24,1.9718698106941216e-22
835.4,3.014171149583311e-23,4.1221147696000255e-23,5.836281336249844e-23,6.50154099223635e-23,8.845367859787636e-23,2.532970976338791e-22,0.0,2.0375988043839256e-22
835.6,3.057162497200189e-23,4.1221147696000255e-23,5.836281336249844e-23,6.541184534871937e-23,8.845367859787636e-23,2.549002438214353e-22,1.392563425631442e-23,2.1033277980737298e-22
835.8,3.0380552315926876e-23,4.065904113650935e-23,5.779618410655185e-23,6.382610364329587e-23,8.557713620444949e-23,2.5009080525876667e-22,1.1140507405051537e-23,1.9718698106941216e-22
836.0,3.0237247823870613e-23,4.065904113650935e-23,5.741843126925412e-23,6.541184534871937e-23,8.198145821266588e-23,2.532970976338791e-22,-5.570253702525768e-24,2.0375988043839256e-22
836.2,3.0380552315926876e-23,4.0752725563091164e-23,5.722955485060526e-23,6.580828077507525e-23,8.126232261430916e-23,2.4848765907121047e-22,-8.355380553788652e-24,2.1033277980737298e-22
836.4,3.0523856807983133e-23,4.065904113650935e-23,5.647404917600981e-23,6.580828077507525e-23,8.126232261430916e-23,2.5009080525876667e-22,-8.355380553788652e-24,2.234785785453338e-22
836.6,3.0237247823870613e-23,4.0752725563091164e-23,5.590741992006323e-23,6.422253906965174e-23,8.126232261430916e-23,2.5009080525876667e-22,-8.355380553788652e-24,2.169056791763534e-22
836.8,3.0332784151908126e-23,4.1502200975745716e-23,5.70406784319564e-23,6.580828077507525e-23,8.485800060609275e-23,2.532970976338791e-22,2.785126851262884e-24,2.366243772832946e-22
837.0,3.0476088643964377e-23,4.1502200975745716e-23,5.798506052520071e-23,6.541184534871937e-23,8.485800060609275e-23,2.549002438214353e-22,5.570253702525768e-24,2.366243772832946e-22
837.2,3.0380552315926876e-23,4.103377884283662e-23,5.760730768790299e-23,6.382610364329587e-23,8.054318701595244e-23,2.5169395144632283e-22,0.0,2.1033277980737298e-22
837.4,3.066716130003939e-23,4.065904113650935e-23,5.722955485060526e-23,6.541184534871937e-23,8.126232261430916e-23,2.5650339000899144e-22,-1.1140507405051537e-23,2.0375988043839256e-22
837.6,3.061939313602064e-23,4.056535670992753e-23,5.760730768790299e-23,6.541184534871937e-23,8.557713620444949e-23,2.549002438214353e-22,-5.570253702525768e-24,1.9061408170043174e-22
837.8,3.0523856807983133e-23,4.0752725563091164e-23,5.70406784319564e-23,6.779045790685461e-23,8.917281419623307e-23,2.5970968238410385e-22,8.355380553788652e-24,2.1033277980737298e-22
838.0,3.0476088643964377e-23,4.0752725563091164e-23,5.70406784319564e-23,6.699758705414286e-23,8.485800060609275e-23,2.532970976338791e-22,-2.785126851262884e-24,1.9061408170043174e-22
838.2,3.0237247823870613e-23,4.0752725563091164e-23,5.741843126925412e-23,6.50154099223635e-23,8.198145821266588e-23,2.468845128836543e-22,-1.6710761107577303e-23,1.6432248422451013e-22
838.4,3.018947965985187e-23,4.103377884283662e-23,5.741843126925412e-23,6.422253906965174e-23,8.27005938110226e-23,2.436782205085419e-22,0.0,1.6432248422451013e-22
838.6,3.0332784151908126e-23,4.084640998967299e-23,5.685180201330753e-23,6.50154099223635e-23,8.198145821266588e-23,2.404719281334295e-22,8.355380553788652e-24,1.8404118233145135e-22
838.8,3.0476088643964377e-23,4.0752725563091164e-23,5.741843126925412e-23,6.660115162778698e-23,8.198145821266588e-23,2.420750743209857e-22,5.570253702525768e-24,2.169056791763534e-22
839.0,3.0476088643964377e-23,4.131483212258208e-23,5.892944261844502e-23,6.541184534871937e-23,8.27005938110226e-23,2.468845128836543e-22,2.785126851262884e-24,2.169056791763534e-22
839.2,3.0523856807983133e-23,4.103377884283662e-23,5.779618410655185e-23,6.461897449600762e-23,8.27005938110226e-23,2.4848765907121047e-22,-1.1140507405051537e-23,1.9718698106941216e-22
839.4,3.0523856807983133e-23,4.0940094416254806e-23,5.741843126925412e-23,6.422253906965174e-23,8.341972940937931e-23,2.4848765907121047e-22,-5.570253702525768e-24,1.8404118233145135e-22
839.6,3.0476088643964377e-23,4.103377884283662e-23,5.741843126925412e-23,6.620471620143112e-23,8.485800060609275e-23,2.549002438214353e-22,2.785126851262884e-24,2.169056791763534e-22
839.8,3.057162497200189e-23,4.112746326941844e-23,5.760730768790299e-23,6.699758705414286e-23,8.413886500773604e-23,2.532970976338791e-22,-2.785126851262884e-24,2.366243772832946e-22
840.0,3.042832047994563e-23,4.1502200975745716e-23,5.892944261844502e-23,6.580828077507525e-23,8.557713620444949e-23,2.5009080525876667e-22,5.570253702525768e-24,2.169056791763534e-22
840.2,3.0332784151908126e-23,4.0752725563091164e-23,5.85516897811473e-23,6.461897449600762e-23,8.054318701595244e-23,2.4848765907121047e-22,-5.570253702525768e-24,1.7746828296247095e-22
840.4,3.061939313602064e-23,4.0752725563091164e-23,5.85516897811473e-23,6.422253906965174e-23,8.126232261430916e-23,2.4528136669609806e-22,-8.355380553788652e-24,1.7746828296247095e-22
840.6,3.085823395611441e-23,4.1408516549163903e-23,5.836281336249844e-23,6.660115162778698e-23,8.485800060609275e-23,2.5650339000899144e-22,5.570253702525768e-24,2.300514779143142e-22
840.8,3.0714929464058147e-23,4.1408516549163903e-23,5.760730768790299e-23,6.620471620143112e-23,8.629627180280619e-23,2.5650339000899144e-22,0.0,2.300514779143142e-22
841.0,3.042832047994563e-23,4.084640998967299e-23,5.779618410655185e-23,6.50154099223635e-23,8.773454299951964e-23,2.4848765907121047e-22,0.0,2.1033277980737298e-22
841.2,3.028501598788937e-23,4.0752725563091164e-23,5.798506052520071e-23,6.461897449600762e-23,8.27005938110226e-23,2.468845128836543e-22,2.785126851262884e-24,2.1033277980737298e-22
841.4,3.0380552315926876e-23,4.084640998967299e-23,5.779618410655185e-23,6.382610364329587e-23,7.982405141759573e-23,2.4848765907121047e-22,-5.570253702525768e-24,2.169056791763534e-22
841.6,3.057162497200189e-23,4.065904113650935e-23,5.817393694384957e-23,6.739402248049874e-23,8.054318701595244e-23,2.4848765907121047e-22,-5.570253702525768e-24,2.234785785453338e-22
841.8,3.0476088643964377e-23,4.056535670992753e-23,5.817393694384957e-23,6.897976418592223e-23,8.126232261430916e-23,2.4528136669609806e-22,-8.355380553788652e-24,2.0375988043839256e-22
842.0,3.042832047994563e-23,4.056535670992753e-23,5.779618410655185e-23,6.580828077507525e-23,8.198145821266588e-23,2.388687819458733e-22,-1.1140507405051537e-23,1.7746828296247095e-22
842.2,3.057162497200189e-23,4.103377884283662e-23,5.779618410655185e-23,6.699758705414286e-23,8.198145821266588e-23,2.420750743209857e-22,-1.1140507405051537e-23,1.9718698106941216e-22
842.4,3.0476088643964377e-23,4.0940094416254806e-23,5.722955485060526e-23,6.897976418592223e-23,7.838578022088229e-23,2.5009080525876667e-22,-1.9495887958840188e-23,2.234785785453338e-22
842.6,3.0810465792095653e-23,4.084640998967299e-23,5.741843126925412e-23,7.016907046498987e-23,7.622837342581214e-23,2.4848765907121047e-22,-1.9495887958840188e-23,2.366243772832946e-22
842.8,3.061939313602064e-23,4.0471672283345715e-23,5.70406784319564e-23,6.739402248049874e-23,7.838578022088229e-23,2.436782205085419e-22,-2.5066141661365955e-23,2.234785785453338e-22
843.0,3.0714929464058147e-23,4.037798785676389e-23,5.722955485060526e-23,6.541184534871937e-23,8.198145821266588e-23,2.4528136669609806e-22,-1.6710761107577303e-23,1.8404118233145135e-22
843.2,3.085823395611441e-23,4.037798785676389e-23,5.685180201330753e-23,6.461897449600762e-23,8.054318701595244e-23,2.5009080525876667e-22,-2.5066141661365955e-23,2.0375988043839256e-22
843.4,3.066716130003939e-23,4.065904113650935e-23,5.666292559465867e-23,6.50154099223635e-23,7.982405141759573e-23,2.468845128836543e-22,-2.785126851262884e-23,1.8404118233145135e-22
843.6,3.066716130003939e-23,4.1408516549163903e-23,5.85516897811473e-23,6.620471620143112e-23,8.629627180280619e-23,2.436782205085419e-22,-1.1140507405051537e-23,1.8404118233145135e-22
843.8,3.057162497200189e-23,4.1221147696000255e-23,5.949607187439161e-23,6.580828077507525e-23,8.773454299951964e-23,2.468845128836543e-22,-2.785126851262884e-24,2.1033277980737298e-22
844.0,3.095377028415191e-23,4.0752725563091164e-23,5.85516897811473e-23,6.699758705414286e-23,8.413886500773604e-23,2.5169395144632283e-22,-5.570253702525768e-24,2.366243772832946e-22
844.2,3.100153844817066e-23,4.0284303430182067e-23,5.70406784319564e-23,6.739402248049874e-23,8.054318701595244e-23,2.549002438214353e-22,-1.392563425631442e-23,2.4977017602125542e-22
844.4,3.085823395611441e-23,4.1221147696000255e-23,5.779618410655185e-23,6.699758705414286e-23,7.982405141759573e-23,2.549002438214353e-22,-1.1140507405051537e-23,2.1033277980737298e-22
844.6,3.0810465792095653e-23,4.1502200975745716e-23,5.817393694384957e-23,6.699758705414286e-23,8.054318701595244e-23,2.532970976338791e-22,-1.392563425631442e-23,2.169056791763534e-22
844.8,3.057162497200189e-23,4.1221147696000255e-23,5.760730768790299e-23,6.580828077507525e-23,8.126232261430916e-23,2.5009080525876667e-22,-1.1140507405051537e-23,2.169056791763534e-22
845.0,3.057162497200189e-23,4.103377884283662e-23,5.741843126925412e-23,6.382610364329587e-23,8.198145821266588e-23,2.404719281334295e-22,-8.355380553788652e-24,2.0375988043839256e-22
845.2,3.0380552315926876e-23,4.084640998967299e-23,5.741843126925412e-23,6.50154099223635e-23,8.485800060609275e-23,2.404719281334295e-22,-1.1140507405051537e-23,1.7746828296247095e-22
845.4,3.0523856807983133e-23,4.084640998967299e-23,5.741843126925412e-23,6.699758705414286e-23,8.198145821266588e-23,2.436782205085419e-22,-2.785126851262884e-23,1.5774958485552972e-22
845.6,3.066716130003939e-23,4.084640998967299e-23,5.722955485060526e-23,6.50154099223635e-23,7.766664462252558e-23,2.468845128836543e-22,-3.620664906641749e-23,1.7746828296247095e-22
845.8,3.0523856807983133e-23,4.084640998967299e-23,5.722955485060526e-23,6.50154099223635e-23,7.694750902416885e-23,2.436782205085419e-22,-2.2281014810103073e-23,1.9061408170043174e-22
846.0,3.042832047994563e-23,4.037798785676389e-23,5.666292559465867e-23,6.620471620143112e-23,7.766664462252558e-23,2.388687819458733e-22,-2.2281014810103073e-23,1.7746828296247095e-22
846.2,3.057162497200189e-23,4.065904113650935e-23,5.779618410655185e-23,6.580828077507525e-23,8.126232261430916e-23,2.5009080525876667e-22,-1.6710761107577303e-23,1.7089538359349053e-22
846.4,3.066716130003939e-23,4.1221147696000255e-23,5.836281336249844e-23,6.580828077507525e-23,8.485800060609275e-23,2.5009080525876667e-22,-1.1140507405051537e-23,1.9061408170043174e-22
846.6,3.0714929464058147e-23,4.0752725563091164e-23,5.70406784319564e-23,6.620471620143112e-23,8.341972940937931e-23,2.4528136669609806e-22,-1.6710761107577303e-23,2.234785785453338e-22
846.8,3.0810465792095653e-23,4.0940094416254806e-23,5.741843126925412e-23,6.818689333321049e-23,7.9104915819239e-23,2.532970976338791e-22,-2.2281014810103073e-23,2.300514779143142e-22
847.0,3.0380552315926876e-23,4.065904113650935e-23,5.70406784319564e-23,6.50154099223635e-23,7.694750902416885e-23,2.436782205085419e-22,-2.2281014810103073e-23,1.9061408170043174e-22
847.2,3.0332784151908126e-23,4.056535670992753e-23,5.722955485060526e-23,6.541184534871937e-23,7.838578022088229e-23,2.388687819458733e-22,-1.6710761107577303e-23,1.9718698106941216e-22
847.4,3.057162497200189e-23,4.056535670992753e-23,5.70406784319564e-23,6.660115162778698e-23,7.982405141759573e-23,2.4528136669609806e-22,-2.2281014810103073e-23,1.7746828296247095e-22
847.6,3.057162497200189e-23,4.0940094416254806e-23,5.70406784319564e-23,6.660115162778698e-23,7.694750902416885e-23,2.532970976338791e-22,-3.0636395363891725e-23,1.8404118233145135e-22
847.8,3.066716130003939e-23,4.112746326941844e-23,5.760730768790299e-23,6.660115162778698e-23,7.766664462252558e-23,2.468845128836543e-22,-4.4562029620206146e-23,1.9718698106941216e-22
848.0,3.042832047994563e-23,4.056535670992753e-23,5.741843126925412e-23,6.422253906965174e-23,7.838578022088229e-23,2.388687819458733e-22,-3.620664906641749e-23,1.8404118233145135e-22
848.2,3.0476088643964377e-23,4.112746326941844e-23,5.779618410655185e-23,6.779045790685461e-23,7.9104915819239e-23,2.420750743209857e-22,-8.355380553788652e-24,1.9061408170043174e-22
848.4,3.042832047994563e-23,4.0940094416254806e-23,5.685180201330753e-23,6.937619961227812e-23,8.198145821266588e-23,2.420750743209857e-22,-2.785126851262884e-24,1.8404118233145135e-22
848.6,3.0523856807983133e-23,4.103377884283662e-23,5.760730768790299e-23,6.779045790685461e-23,8.341972940937931e-23,2.5009080525876667e-22,0.0,1.5774958485552972e-22
848.8,3.061939313602064e-23,4.084640998967299e-23,5.817393694384957e-23,6.660115162778698e-23,8.27005938110226e-23,2.4528136669609806e-22,-1.392563425631442e-23,1.5117668548654932e-22
849.0,3.057162497200189e-23,4.0752725563091164e-23,5.741843126925412e-23,6.461897449600762e-23,7.982405141759573e-23,2.356624895707609e-22,-2.2281014810103073e-23,1.8404118233145135e-22
849.2,3.066716130003939e-23,4.112746326941844e-23,5.685180201330753e-23,6.580828077507525e-23,7.838578022088229e-23,2.404719281334295e-22,-3.0636395363891725e-23,2.0375988043839256e-22
849.4,3.0762697628076897e-23,4.0940094416254806e-23,5.722955485060526e-23,6.699758705414286e-23,8.341972940937931e-23,2.5169395144632283e-22,-1.9495887958840188e-23,2.234785785453338e-22
849.6,3.061939313602064e-23,4.103377884283662e-23,5.741843126925412e-23,6.739402248049874e-23,8.198145821266588e-23,2.436782205085419e-22,-5.570253702525768e-24,2.234785785453338e-22
849.8,3.028501598788937e-23,4.103377884283662e-23,5.70406784319564e-23,6.50154099223635e-23,7.982405141759573e-23,2.324561971956485e-22,-5.570253702525768e-24,1.9718698106941216e-22
850.0,3.057162497200189e-23,4.1221147696000255e-23,5.722955485060526e-23,6.50154099223635e-23,7.766664462252558e-23,2.436782205085419e-22,-2.2281014810103073e-23,1.7746828296247095e-22
850.2,3.028501598788937e-23,4.0190619003600254e-23,5.609629633871209e-23,6.303323279058412e-23,7.263269543402854e-23,2.3726563575831713e-22,-3.620664906641749e-23,1.5117668548654932e-22
850.4,3.014171149583311e-23,3.981588129727298e-23,5.685180201330753e-23,6.303323279058412e-23,7.47901022290987e-23,2.356624895707609e-22,-1.392563425631442e-23,1.6432248422451013e-22
850.6,3.0332784151908126e-23,4.0471672283345715e-23,5.741843126925412e-23,6.739402248049874e-23,7.766664462252558e-23,2.436782205085419e-22,-1.9495887958840188e-23,1.9718698106941216e-22
850.8,3.018947965985187e-23,4.0471672283345715e-23,5.722955485060526e-23,6.50154099223635e-23,7.9104915819239e-23,2.356624895707609e-22,-1.9495887958840188e-23,1.7089538359349053e-22
851.0,3.0380552315926876e-23,4.084640998967299e-23,5.741843126925412e-23,6.541184534871937e-23,7.694750902416885e-23,2.436782205085419e-22,-1.9495887958840188e-23,1.7746828296247095e-22
851.2,3.0332784151908126e-23,4.065904113650935e-23,5.666292559465867e-23,6.50154099223635e-23,7.766664462252558e-23,2.420750743209857e-22,-1.6710761107577303e-23,1.8404118233145135e-22
851.4,3.0523856807983133e-23,4.0284303430182067e-23,5.609629633871209e-23,6.382610364329587e-23,7.407096663074198e-23,2.4848765907121047e-22,-2.5066141661365955e-23,1.7089538359349053e-22
851.6,3.0762697628076897e-23,4.0471672283345715e-23,5.571854350141436e-23,6.620471620143112e-23,7.335183103238527e-23,2.5009080525876667e-22,-3.3421522215154607e-23,2.1033277980737298e-22
851.8,3.066716130003939e-23,4.0471672283345715e-23,5.685180201330753e-23,6.50154099223635e-23,7.766664462252558e-23,2.420750743209857e-22,-1.6710761107577303e-23,2.1033277980737298e-22
852.0,3.0476088643964377e-23,4.0752725563091164e-23,5.760730768790299e-23,6.461897449600762e-23,7.622837342581214e-23,2.404719281334295e-22,-1.9495887958840188e-23,1.7089538359349053e-22
852.2,3.057162497200189e-23,4.084640998967299e-23,5.85516897811473e-23,6.50154099223635e-23,7.9104915819239e-23,2.388687819458733e-22,-1.1140507405051537e-23,1.6432248422451013e-22
852.4,3.0762697628076897e-23,4.009693457701843e-23,5.779618410655185e-23,6.739402248049874e-23,8.054318701595244e-23,2.420750743209857e-22,-3.3421522215154607e-23,1.9061408170043174e-22
852.6,3.057162497200189e-23,4.0284303430182067e-23,5.685180201330753e-23,6.660115162778698e-23,8.27005938110226e-23,2.356624895707609e-22,-2.2281014810103073e-23,1.7746828296247095e-22
852.8,3.042832047994563e-23,4.0940094416254806e-23,5.666292559465867e-23,6.461897449600762e-23,7.9104915819239e-23,2.468845128836543e-22,-8.355380553788652e-24,1.6432248422451013e-22
853.0,3.0332784151908126e-23,4.065904113650935e-23,5.666292559465867e-23,6.580828077507525e-23,7.766664462252558e-23,2.420750743209857e-22,-1.9495887958840188e-23,1.7746828296247095e-22
853.2,3.061939313602064e-23,4.000325015043662e-23,5.590741992006323e-23,6.382610364329587e-23,7.622837342581214e-23,2.388687819458733e-22,-2.2281014810103073e-23,2.0375988043839256e-22
853.4,3.0523856807983133e-23,4.000325015043662e-23,5.55296670827655e-23,6.342966821694e-23,7.550923782745542e-23,2.3726563575831713e-22,-3.620664906641749e-23,1.9061408170043174e-22
853.6,3.028501598788937e-23,4.037798785676389e-23,5.760730768790299e-23,6.342966821694e-23,7.9104915819239e-23,2.292499048205361e-22,-1.9495887958840188e-23,1.4460378611756892e-22
853.8,3.0476088643964377e-23,4.056535670992753e-23,5.70406784319564e-23,6.303323279058412e-23,7.335183103238527e-23,2.420750743209857e-22,-1.1140507405051537e-23,1.7746828296247095e-22
854.0,3.061939313602064e-23,4.0752725563091164e-23,5.70406784319564e-23,6.422253906965174e-23,7.550923782745542e-23,2.420750743209857e-22,-5.570253702525768e-24,2.0375988043839256e-22
854.2,3.057162497200189e-23,4.056535670992753e-23,5.70406784319564e-23,6.461897449600762e-23,7.694750902416885e-23,2.404719281334295e-22,-1.9495887958840188e-23,1.9061408170043174e-22
854.4,3.0476088643964377e-23,4.0471672283345715e-23,5.590741992006323e-23,6.541184534871937e-23,7.766664462252558e-23,2.356624895707609e-22,-2.5066141661365955e-23,1.9061408170043174e-22
854.6,3.042832047994563e-23,4.009693457701843e-23,5.609629633871209e-23,6.541184534871937e-23,8.198145821266588e-23,2.308530510080923e-22,-1.1140507405051537e-23,1.6432248422451013e-22
854.8,3.0332784151908126e-23,4.037798785676389e-23,5.647404917600981e-23,6.50154099223635e-23,8.27005938110226e-23,2.3726563575831713e-22,-2.5066141661365955e-23,1.380308867485885e-22
855.0,3.028501598788937e-23,4.065904113650935e-23,5.628517275736095e-23,6.541184534871937e-23,8.054318701595244e-23,2.308530510080923e-22,-1.9495887958840188e-23,1.380308867485885e-22
855.2,3.042832047994563e-23,4.009693457701843e-23,5.571854350141436e-23,6.620471620143112e-23,7.47901022290987e-23,2.388687819458733e-22,-2.785126851262884e-23,1.8404118233145135e-22
855.4,3.061939313602064e-23,4.0190619003600254e-23,5.590741992006323e-23,6.660115162778698e-23,7.622837342581214e-23,2.420750743209857e-22,-2.5066141661365955e-23,2.1033277980737298e-22
855.6,3.0380552315926876e-23,4.009693457701843e-23,5.609629633871209e-23,6.461897449600762e-23,7.335183103238527e-23,2.4528136669609806e-22,-1.9495887958840188e-23,1.7089538359349053e-22
855.8,3.042832047994563e-23,4.0284303430182067e-23,5.55296670827655e-23,6.50154099223635e-23,7.191355983567183e-23,2.420750743209857e-22,-3.620664906641749e-23,1.8404118233145135e-22
856.0,3.061939313602064e-23,4.037798785676389e-23,5.55296670827655e-23,6.461897449600762e-23,7.47901022290987e-23,2.468845128836543e-22,-2.5066141661365955e-23,2.169056791763534e-22
856.2,3.0523856807983133e-23,4.0940094416254806e-23,5.685180201330753e-23,6.50154099223635e-23,7.982405141759573e-23,2.4848765907121047e-22,-3.0636395363891725e-23,2.169056791763534e-22
